sex,country_code,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10,age11,age12,age13,age14,age15,age16,age17,age18
2,807,52248,55808,54420,56647,60698,69862,77737,79987,77474,72593,71375,70073,66160,61834,47954,32054,20611,12973
0,8,159440,169109,159614,179389,213176,236242,234016,185627,150733,160601,176734,194754,193793,157478,114846,87003,57551,36272
1,8,83195,88018,84910,96443,110690,123152,126794,102098,77943,76301,83667,94354,94380,76208,55347,41573,27311,16228
2,8,76245,81091,74704,82946,102486,113090,107222,83529,72790,84300,93067,100400,99413,81270,59499,45430,30240,20044
0,925,6090845,6766368,7562665,7640567,7683434,8035730,8548387,9490746,10892154,11876859,11834339,11397757,10300714,8918299,8001597,6417717,4844112,5342213
1,925,3139068,3487545,3898882,3936145,3952106,4126055,4353165,4777491,5466288,5955534,5882983,5578851,4956492,4215431,3693256,2851424,2007397,1865008
2,925,2951777,3278823,3663783,3704422,3731328,3909675,4195222,4713255,5425866,5921325,5951356,5818906,5344222,4702868,4308341,3566293,2836715,3477205
0,250,3547171,3834858,4002018,3929952,3744387,3659240,3861161,4083857,3964252,4206256,4384414,4291164,4041170,3777880,3630312,2584596,1743760,2298066
1,250,1814355,1957934,2045460,2004949,1893575,1820645,1894932,1998825,1947555,2077771,2158866,2090264,1937513,1777938,1672185,1157856,722939,768750
2,250,1732816,1876924,1956558,1925003,1850812,1838595,1966229,2085032,2016697,2128485,2225548,2200900,2103657,1999942,1958127,1426740,1020821,1529316
0,276,4104841,3919675,3796429,4007550,4453554,4745789,5266671,5541869,5217284,4967999,6085708,6888269,6188566,5115855,4018976,3445370,3156635,2962547
1,276,2106176,2015647,1965266,2086663,2326305,2481570,2741670,2848679,2641181,2497601,3051802,3433952,3045068,2442203,1871524,1555258,1332816,1068033
2,276,1998665,1904028,1831163,1920887,2127249,2264219,2525001,2693190,2576103,2470398,3033906,3454317,3143498,2673652,2147452,1890112,1823819,1894514
0,40,456697,435712,423879,443131,488238,580302,626366,632811,586435,581794,678141,711638,626365,486993,403241,377855,282835,244279
1,40,234385,224756,218880,228443,252276,299262,320188,320345,295440,290431,338265,355664,308043,232359,186197,167262,118263,85589
2,40,222312,210956,204999,214688,235962,281040,306178,312466,290995,291363,339876,355974,318322,254634,217044,210593,164572,158690
0,442,33707,33926,32836,34668,39766,45566,49584,50433,47757,47334,48522,44980,37461,29444,23565,17188,12160,13470
1,442,17288,17445,16698,17711,20494,23616,25169,25201,24415,24805,25666,23391,19006,14774,11530,7897,5199,4813
2,442,16419,16481,16138,16957,19272,21950,24415,25232,23342,22529,22856,21589,18455,14670,12035,9291,6961,8657
0,528,858111,880812,917919,994888,1025815,1061965,1091363,1047948,996039,1079084,1231612,1267870,1166130,1021687,958942,725695,454616,430953
1,528,439727,451963,471432,510805,525475,541839,553828,529817,500794,538853,616241,637802,583890,503474,465676,344987,203683,160191
2,528,418384,428849,446487,484083,500340,520126,537535,518131,495245,540231,615371,630068,582240,518213,493266,380708,250933,270762
0,56,626707,663064,680233,657015,649835,708982,748253,758210,754882,757584,781114,800569,759702,658813,575246,424394,307477,356196
1,56,321991,342521,350608,337371,333453,363243,378703,378827,380438,387036,398592,405614,378956,320294,270378,191452,128506,123300
2,56,304716,320543,329625,319644,316382,345739,369550,379383,374444,370548,382522,394955,380746,338519,304868,232942,178971,232896
0,756,454503,444777,422169,427081,472957,541670,591948,626115,593236,576015,649715,667589,577122,463543,420341,355927,244645,244287
1,756,232412,228215,216443,217641,240282,274603,299182,314717,298124,289484,327490,336032,290767,228900,201431,165058,106430,88642
2,756,222091,216562,205726,209440,232675,267067,292766,311398,295112,286531,322225,331557,286355,234643,218910,190869,138215,155645
0,926,10086350,10216431,10278954,10498039,10878769,11347934,12239750,12745664,12164422,12221052,13865139,14678153,13402001,11559038,10035011,7934706,6204599,6552700
1,926,5168744,5240416,5286627,5405541,5593944,5806955,6215897,6418632,6090139,6108415,6919858,7285698,6565921,5522312,4681060,3591479,2618937,2300373
2,926,4917606,4976015,4992327,5092498,5284825,5540979,6023853,6327032,6074283,6112637,6945281,7392455,6836080,6036726,5353951,4343227,3585662,4252327
0,36,1687017,1678033,1660787,1583152,1579930,1739478,1878191,1899157,1707694,1657379,1601738,1545765,1469532,1282796,1124368,852176,554935,566665
1,36,866548,860727,850829,809251,802380,886784,946817,948900,851199,822193,790360,763874,720607,623506,544918,407636,256836,226242
2,36,820469,817306,809958,773901,777550,852694,931374,950257,856495,835186,811378,781891,748925,659290,579450,444540,298099,340423
0,554,301664,310580,324074,310838,315153,344692,339505,308275,280243,299776,313244,315706,296024,250999,219949,166281,104699,96499
1,554,155083,159099,166329,158426,160435,177134,171386,149547,133965,142500,148677,151614,142515,120538,105615,78615,47113,38605
2,554,146581,151481,157745,152412,154718,167558,168119,158728,146278,157276,164567,164092,153509,130461,114334,87666,57586,57894
0,927,1988681,1988613,1984861,1893990,1895083,2084170,2217696,2207432,1987937,1957155,1914982,1861471,1765556,1533795,1344317,1018457,659634,663164
1,927,1021631,1019826,1017158,967677,962815,1063918,1118203,1098447,985164,964693,939037,915488,863122,744044,650533,486251,303949,264847
2,927,967050,968787,967703,926313,932268,1020252,1099493,1108985,1002773,992462,975945,945983,902434,789751,693784,532206,355685,398317
0,242,88503,88506,84659,76648,71094,69473,66494,67396,61032,50755,46828,44537,36774,25177,16227,9171,4262,1921
1,242,45463,45343,43203,39315,36383,35241,33952,34482,31336,26072,23680,22325,17937,11822,7373,3830,1654,817
2,242,43040,43163,41456,37333,34711,34232,32542,32914,29696,24683,23148,22212,18837,13355,8854,5341,2608,1104
0,540,19375,21005,21938,21485,23152,21343,20297,20998,19917,20745,19404,17243,14193,10581,8385,5803,3161,1899
1,540,9909,10737,11198,10938,11791,11104,10462,10665,9942,10373,9672,8515,6822,5103,4096,2795,1324,607
2,540,9466,10268,10740,10547,11361,10239,9835,10333,9975,10372,9732,8728,7371,5478,4289,3008,1837,1292
0,548,43632,39615,38178,32753,26916,25095,24045,19816,16692,14118,12004,9845,7312,5089,3323,1825,1058,518
1,548,22406,20473,19783,17040,13917,12148,11319,9626,8325,7108,6148,4997,3713,2621,1679,927,559,263
2,548,21226,19142,18395,15713,12999,12947,12726,10190,8367,7010,5856,4848,3599,2468,1644,898,499,255
0,598,1133173,1063179,1012867,951110,871876,760395,660014,601099,537117,454864,371744,297455,229920,165596,100120,50357,22110,9176
1,598,586106,549451,523008,490589,448517,389869,337532,306972,273772,230911,186901,147063,111315,78347,46824,23671,10430,4341
2,598,547067,513728,489859,460521,423359,370526,322482,294127,263345,223953,184843,150392,118605,87249,53296,26686,11680,4835
0,90,104898,97872,83933,72582,64065,54271,44913,39958,37904,33928,25757,19136,14697,10427,7443,5155,2670,1555
1,90,53958,50464,43326,37474,33299,28229,22676,19379,18265,16734,12909,9562,7333,5174,3546,2391,1265,714
2,90,50940,47408,40607,35108,30766,26042,22237,20579,19639,17194,12848,9574,7364,5253,3897,2764,1405,841
0,928,1389581,1310177,1241575,1154578,1057103,930577,815763,749267,672662,574410,475737,388216,302896,216870,135498,72311,33261,15069
1,928,717842,676468,640518,595356,543907,476591,415941,381124,341640,291198,239310,192462,147120,103067,63518,33614,15232,6742
2,928,671739,633709,601057,559222,513196,453986,399822,368143,331022,283212,236427,195754,155776,113803,71980,38697,18029,8327
0,316,13521,13427,13191,13554,13842,13483,12318,10602,9592,9931,10172,10074,8582,6758,5357,3332,2035,1757
1,316,6945,6891,6779,6946,7205,6986,6231,5317,4842,4994,5185,5179,4318,3281,2499,1488,801,541
2,316,6576,6536,6412,6608,6637,6497,6087,5285,4750,4937,4987,4895,4264,3477,2858,1844,1234,1216
0,954,54382,52840,53743,50345,48155,44949,39860,34273,30114,29133,29294,27639,22979,17605,12236,6548,3300,2478
1,954,27820,27386,27658,25733,24726,23156,20415,17158,14834,14360,14817,14330,11408,8333,5655,2823,1234,747
2,954,26562,25454,26085,24612,23429,21793,19445,17115,15280,14773,14477,13309,11571,9272,6581,3725,2066,1731
0,258,20686,18996,21623,21820,21334,19262,21084,21733,19071,19874,19653,17464,13840,10946,7052,4739,2976,2007
1,258,10471,9887,10996,11397,10974,9707,10481,10595,9595,10002,10134,8908,7086,5577,3524,2309,1349,782
2,258,10215,9109,10627,10423,10360,9555,10603,11138,9476,9872,9519,8556,6754,5369,3528,2430,1627,1225
0,882,26271,24895,22996,20085,16801,14954,12391,10387,9763,9566,9128,7910,6276,4481,2913,1865,1024,535
1,882,13655,12924,11943,10416,8829,7992,6627,5440,5005,4997,4836,4042,3140,2192,1323,766,393,189
2,882,12616,11971,11053,9669,7972,6962,5764,4947,4758,4569,4292,3868,3136,2289,1590,1099,631,346
0,957,67545,64798,65563,62301,56303,49995,46180,43650,39934,40042,39336,34978,27979,21616,14291,9151,5530,3586
1,957,34718,33600,33880,32383,29108,25623,23206,21411,19834,20097,20089,17612,13965,10662,6873,4257,2428,1368
2,957,32827,31198,31683,29918,27195,24372,22974,22239,20100,19945,19247,17366,14014,10954,7418,4894,3102,2218
0,900,657262564,671364541,653583450,615194661,586458810,582610848,597243326,561684110,507198104,471177311,454572643,410032841,322759331,282491935,209472735,137733083,88374995,75855493
1,900,338037004,346042403,337465810,318020781,302744487,299994710,305609946,285379545,256389874,236961038,227098898,202963838,157215571,135079500,97372919,61578591,37150211,27630621
2,900,319225560,325322138,316117640,297173880,283714323,282616138,291633380,276304565,250808230,234216273,227473745,207069003,165543760,147412435,112099816,76154492,51224784,48224872
0,903,204928108,188416374,167789198,145691553,126071882,109620846,95832236,82881661,69027290,55941217,45016404,36262547,28541433,21157139,14341643,8590368,4366356,2252505
1,903,104038427,95573657,84993573,73634528,63536562,55035613,47863063,41149770,34129442,27514036,21902519,17471557,13553379,9855103,6497509,3722798,1792055,858854
2,903,100889681,92842717,82795625,72057025,62535320,54585233,47969173,41731891,34897848,28427181,23113885,18790990,14988054,11302036,7844134,4867570,2574301,1393651
0,904,51126504,52049699,52141073,52895379,53761280,53590186,51758342,49380108,45804341,41220141,37211790,33413913,27946793,22200514,16399456,11099922,7121984,6329374
1,904,26137807,26581236,26581839,26889306,27130051,26894342,25786174,24373559,22384134,19942106,17819882,15863672,13105572,10223127,7387893,4833233,2945494,2321753
2,904,24988697,25468463,25559234,26006073,26631229,26695844,25972168,25006549,23420207,21278035,19391908,17550241,14841221,11977387,9011563,6266689,4176490,4007621
0,908,38106515,40409507,40875756,38890729,38163648,42366056,50084301,53211760,52386337,51866765,51097517,51858653,49835519,44227800,36880044,26718447,20174444,20390029
1,908,19560127,20755055,20996182,19961873,19554141,21663693,25447122,26798578,26110747,25669910,25062533,24951115,23286276,19837342,16056210,11206887,7683240,6640993
2,908,18546388,19654452,19879574,18928856,18609507,20702363,24637179,26413182,26275590,26196855,26034984,26907538,26549243,24390458,20823834,15511560,12491204,13749036
0,909,3500189,3416428,3345742,3161214,3056644,3109691,3119499,3034622,2730647,2600740,2459349,2312304,2119410,1789886,1506342,1106467,701725,684297
1,909,1802011,1757280,1719214,1621149,1560556,1589288,1577765,1518140,1361472,1290348,1213253,1139892,1035615,866106,726579,526945,322843,273704
2,909,1698178,1659148,1626528,1540065,1496088,1520403,1541734,1516482,1369175,1310392,1246096,1172412,1083795,923780,779763,579522,378882,410593
0,935,337624158,365295955,366543912,351035880,341071360,347602727,370005423,348206437,313945812,297165901,296295878,262552001,190773074,172285716,123253377,78060743,48309574,38245913
1,935,175265882,190244863,191482115,183920295,178590514,181422942,191507111,178965924,160771820,151432579,149871529,131762607,94713094,84346078,58741649,35826897,21076201,14544811
2,935,162358276,175051092,175061797,167115585,162480846,166179785,178498312,169240513,153173992,145733322,146424349,130789394,96059980,87939638,64511728,42233846,27233373,23701102
0,940,21163246,21964130,23145204,23053763,23138144,24909861,27376933,29105070,30451037,31423697,32221675,31807920,29698842,26615951,23334083,18037720,13460228,14273725
1,940,10868300,11280874,11899792,11851132,11880979,12764678,13965582,14736838,15324743,15766163,16065272,15672011,14343038,12487878,10633182,7915722,5483378,4883409
2,940,10294946,10683256,11245412,11202631,11257165,12145183,13411351,14368232,15126294,15657534,16156403,16135909,15355804,14128073,12700901,10121998,7976850,9390316
0,963,176312540,159491728,142518752,124131868,106052626,89944500,76514882,64729756,53121472,42728978,33815004,26577125,20536262,15004646,10097753,5990344,2880316,1295027
1,963,89398840,80758191,72050127,62604281,53308809,45048040,38160351,32088413,26229660,21027640,16446306,12713510,9615514,6854724,4478615,2553153,1165595,482109
2,963,86913700,78733537,70468625,61527587,52743817,44896460,38354531,32641343,26891812,21701338,17368698,13863615,10920748,8149922,5619138,3437191,1714721,812918
0,964,121927,117638,119306,112646,104458,94944,86040,77923,70048,69175,68630,62617,50958,39221,26527,15699,8830,6064
1,964,62538,60986,61538,58116,53834,48779,43621,38569,34668,34457,34906,31942,25373,18995,12528,7080,3662,2115
2,964,59389,56652,57768,54530,50624,46165,42419,39354,35380,34718,33724,30675,25585,20226,13999,8619,5168,3949
0,971,176267525,159448015,142475240,124092924,106019194,89916429,76490043,64705909,53098341,42707679,33797191,26562695,20524775,14996260,10092281,5986474,2877788,1293021
1,971,89375955,80735962,72028021,62584533,53291834,45034029,38148530,32077272,26218411,21016829,16437333,12706449,9609932,6850680,4475984,2551369,1164541,481411
2,971,86891570,78712053,70447219,61508391,52727360,44882400,38341513,32628637,26879930,21690850,17359858,13856246,10914843,8145580,5616297,3435105,1713247,811610
0,972,545989,563376,562376,568149,591103,593313,555680,536252,482275,453165,439458,416453,359302,272008,201334,138162,87507,76583
1,972,278716,288155,286589,288615,300804,301063,279571,263955,232848,217259,211022,200373,170513,127596,94534,63152,38600,32500
2,972,267273,275221,275787,279534,290299,292250,276109,272297,249427,235906,228436,216080,188789,144412,106800,75010,48907,44083
0,973,49191947,50120242,50240244,51039738,51956909,51877375,50173686,47877989,44511998,40133636,36218252,32495754,27170357,21599452,15966712,10807806,6939186,6183277
1,973,25151127,25598111,25615154,25950118,26223509,26039560,25001712,23640013,21761431,19424918,17346668,15425844,12737997,9942214,7189023,4702873,2867042,2263515
2,973,24040820,24522131,24625090,25089620,25733400,25837815,25171974,24237976,22750567,20708718,18871584,17069910,14432360,11657238,8777689,6104933,4072144,3919762
0,974,302903480,329948085,333734890,321711108,312507727,317169548,338768546,319530975,288908486,275610015,278433668,247524179,178774636,163361891,117418588,74534822,46016206,36582224
1,974,157466489,172120490,174656553,168864162,163697829,165136879,174658153,163614940,147385504,139918212,140477747,124065604,88783383,80194575,56156579,34320738,20162700,13972971
2,974,145436991,157827595,159078337,152846946,148809898,152032669,164110393,155916035,141522982,135691803,137955921,123458575,89991253,83167316,61262009,40214084,25853506,22609253
0,975,63217343,64147039,57957504,50760310,48444376,49958549,50399918,46678191,40804089,34644666,28954248,24614874,19916706,15005251,10024319,6087509,3754161,2601337
1,975,32378279,32875842,29706780,26022517,25048043,26194692,26471074,24335388,21215659,17938472,14795190,12404841,9823821,7116713,4577677,2658183,1529004,941330
2,975,30839064,31271197,28250724,24737793,23396333,23763857,23928844,22342803,19588430,16706194,14159058,12210033,10092885,7888538,5446642,3429326,2225157,1660007
0,976,1409998,1327494,1255824,1166732,1064594,937671,820175,749258,672100,573162,475633,388957,303561,217528,135383,71705,33159,15462
1,976,728533,685546,648042,601780,548150,480465,418337,381216,341545,290816,239659,193168,147756,103437,63244,33073,15102,6865
2,976,681465,641948,607782,564952,516444,457206,401838,368042,330555,282346,235974,195789,155805,114091,72139,38632,18057,8597
0,981,91908931,95642608,96990241,95228670,97129814,105971458,114229196,115533540,112675063,111371714,108070715,105784386,99631449,87277182,73260447,53898027,38005001,38909424
1,981,47093078,49014330,49709772,48806485,49970153,54930544,59126274,59237947,57245111,56167495,54029528,52167544,47987045,40668399,33171302,23479197,15324000,13225764
2,981,44815853,46628278,47280469,46422185,47159661,51040914,55102922,56295593,55429952,55204219,54041187,53616842,51644404,46608783,40089145,30418830,22681001,25683660
0,982,172700468,203812424,198457379,180380576,174619031,188527955,221683742,211742658,192291814,187908888,200277042,182094212,124827441,120785695,86085266,53182931,33401813,26832226
1,982,89218866,105969219,103676983,94220865,90564188,97065365,112997143,107129882,97030473,94419316,99949330,90073764,60817599,58177786,40421445,24097250,14351929,10161929
2,982,83481602,97843205,94780396,86159711,84054843,91462590,108686599,104612776,95261341,93489572,100327712,92020448,64009842,62607909,45663821,29085681,19049884,16670297
0,983,209939948,206984777,210558803,209462253,201838035,191336714,179641949,166190548,146219081,126654820,109840837,92982345,75595293,57960491,38857982,23656009,13490561,8449108
1,983,108645423,107107218,109057875,108898985,105026863,99173267,92417901,84928411,74242885,63904502,55235363,46569546,37531107,28459620,18556410,10810837,5909182,3505888
2,983,101294525,99877559,101500928,100563268,96811172,92163447,87224048,81262137,71976196,62750318,54605474,46412799,38064186,29500871,20301572,12845172,7581379,4943220
0,984,182448054,164657895,147310294,129864960,112618294,96524506,81450947,67989225,55795341,45032770,36178254,28978296,22538605,16339046,11173978,6931700,3437789,1629339
1,984,92944379,83815371,74884961,65962704,57053952,48698261,40948950,33969579,27763640,22365566,17782228,14056311,10797775,7710996,5178490,3161811,1548018,724441
2,984,89503675,80842524,72425333,63902256,55564342,47826245,40501997,34019646,28031701,22667204,18396026,14921985,11740830,8628050,5995488,3769889,1889771,904898
0,985,111342850,114373168,108800502,103162853,102392052,105001602,106585829,104896969,96051594,84919142,75718897,66854886,55718413,42885087,29491803,18609964,11729760,9326184
1,985,57099061,58648981,55770212,52774482,52095944,53101685,53399422,52235210,47661668,41891762,37010271,32247742,26413723,19907883,13163708,7886889,4666693,3360984
2,985,54243789,55724187,53030290,50388371,50296108,51899917,53186407,52661759,48389926,43027380,38708626,34607144,29304690,22977204,16328095,10723075,7063067,5965200
0,986,92087550,91085542,87576982,82954017,78143155,72380451,65697529,59265112,51415251,44019123,38072823,31482092,24524484,17527894,11804808,7721495,4451643,2817822
1,986,46907374,46343509,44502559,42130686,39521262,36249734,32498528,29062816,25130192,21494176,18603263,15328145,11757533,8203461,5351302,3333598,1796397,1020133
2,986,45180176,44742033,43074423,40823331,38621893,36130717,33199001,30202296,26285059,22524947,19469560,16153947,12766951,9324433,6453506,4387897,2655246,1797689
0,987,61911844,64147878,66395294,66130289,68663682,75782640,80037886,80876413,80007632,80507897,80087757,78698317,73892415,65372133,57448783,44161966,30824512,32686266
1,987,31712899,32861700,34029114,33911292,35429782,39579857,41883243,41881196,41108875,41166582,40653006,39511016,36413835,31364393,26784126,19795189,12937062,11432093
2,987,30198945,31286178,32366180,32218997,33233900,36202783,38154643,38995217,38898757,39341315,39434751,39187301,37478580,34007740,30664657,24366777,17887450,21254173
0,988,146200515,176699298,175070534,160548726,155472234,168779582,203126781,192699520,175359864,175188033,189566297,175084905,121837592,121070865,87727781,54356381,35249851,29041377
1,988,75554377,91978373,91558070,83927611,80695082,87034431,103782303,97669754,88355719,87646393,94126168,86061400,58597286,57291446,40487578,24235275,14702954,10576099
2,988,70646138,84720925,83512464,76621115,74777152,81745151,99344478,95029766,87004145,87541640,95440129,89023505,63240306,63779419,47240203,30121106,20546897,18465278
0,989,339990830,331608799,322901480,309432842,293691612,279585305,265249501,247390746,218485150,187941223,161999781,137975482,112536609,85401025,56954123,34507114,19860649,12789331
1,989,175461403,171130961,166773028,160268780,152087868,144067845,135568377,125716197,110559195,94632570,81204158,68678236,55415603,41530528,26850364,15566380,8542994,5143649
2,989,164529427,160477838,156128452,149164062,141603744,135517460,129681124,121674549,107925955,93308653,80795623,69297246,57121006,43870497,30103759,18940734,11317655,7645682
0,990,106494721,95874138,86088738,76070125,65921332,55978265,46362139,38334022,31087755,25445739,20952753,16475129,12967204,9480633,6523347,4172265,2120434,1061087
1,990,53952434,48524695,43508268,38377845,33164120,28074611,23164551,18954813,15274333,12502801,10166233,7850330,6065116,4347320,2876711,1746634,836486,382548
2,990,52542287,47349443,42580470,37692280,32757212,27903654,23197588,19379209,15813422,12942938,10786520,8624799,6902088,5133313,3646636,2425631,1283948,678539
0,991,178127468,161700347,144360954,125279242,107149584,91890150,79157259,67560498,55685945,44775440,35497065,28027821,21711685,15982085,10777932,6427824,3190794,1541929
1,991,90345509,81905214,73004009,63200684,53881560,46047397,39500976,33518905,27524232,22056669,17290678,13440133,10208750,7355067,4822618,2762544,1308782,599756
2,991,87781959,79795133,71356945,62078558,53268024,45842753,39656283,34041593,28161713,22718771,18206387,14587688,11502935,8627018,5955314,3665280,1882012,942173
0,992,73027430,73747484,74947629,76332453,78010171,79824132,78118802,74268517,69030233,63523913,59618486,56960467,51411824,42970251,33445809,23225982,14804081,14267324
1,992,37331710,37671418,38233379,38840676,39459442,40239026,39173745,36908152,33979348,31016308,29008265,27596862,24589831,20146162,15329946,10281182,6268100,5307008
2,992,35695720,36076066,36714250,37491777,38550729,39585106,38945057,37360365,35050885,32507605,30610221,29363605,26821993,22824089,18115863,12944800,8535981,8960316
0,993,86786296,83866006,76040111,68293468,64106098,62681340,60942651,55399763,47004642,38457687,31758451,26071469,20479533,14936325,10007654,6238975,3450681,2022664
1,993,44583216,43129218,39081587,35160138,33186428,32729410,31929173,28886608,24533925,20115785,16468449,13419834,10433376,7429434,4845990,2966891,1615979,922373
2,993,42203080,40736788,36958524,33133330,30919670,29951930,29013478,26513155,22470717,18341902,15290002,12651635,10046157,7506891,5161664,3272084,1834702,1100291
0,994,54478783,57569796,56860977,53189343,52120911,57034868,65244411,67487709,65091846,63250353,61154130,61109811,57794642,50338781,40949218,29202604,21865431,21688512
1,994,27972458,29570049,29206024,27299138,26699252,29123488,33057040,33907782,32397179,31231522,29909558,29327037,26944554,22530267,17788285,12224046,8328253,7065678
2,994,26506325,27999747,27654953,25890205,25421659,27911380,32187371,33579927,32694667,32018831,31244572,31782774,30850088,27808514,23160933,16978558,13537178,14622834
0,995,169467501,169306683,176390756,180964941,178522457,171225419,162541857,154660446,140742966,125260115,110856447,94844618,77737489,59432403,39882190,24561889,14094716,8954883
1,995,88121360,87992735,91819287,94601288,93398891,89209278,83911850,79257580,71681697,63420471,55936186,47606130,38707227,29391717,19103700,11201315,6168499,3710232
2,995,81346141,81313948,84571469,86363653,85123566,82016141,78630007,75402866,69061269,61839644,54920261,47238488,39030262,30040686,20778490,13360574,7926217,5244651
0,996,95109923,124907388,124716290,110877012,106295953,119704724,151000854,142079038,129425667,135700684,155482269,142825053,93457615,98702569,74314870,48011393,30929461,27344785
1,996,49547493,65637504,65985305,58787115,55989583,62518838,77917484,72786792,66165728,69016124,78383313,71477169,46249788,48164154,35437108,22113117,13443516,10012975
2,996,45562430,59269884,58730985,52089897,50306370,57185886,73083370,69292246,63259939,66684560,77098956,71347884,47207827,50538415,38877762,25898276,17485945,17331810
